fid,gid,emd_cd,emd_nm_k,emd_nm_e,sgg_cd,sgg_nm_k,sgg_nm_e,sido_cd,sido_nm_k,sido_nm_e,value,stats_year,raw_d_year,NUMPOINTS,CHARGING,공연시설_공연시설접근성,공시지가_공시지가,도서관_도서관접근성,병원_병원접근성,보건기관_보건기관접근성,생활권공원_생활권공원 접근성,소방서_소방서접근성,인구_인구,주제공원_주제공원접근성,주차장_주차장접근성,체육시설__체육시설접근성,초등학교_초등학교접근성
"677",다라31aa64ba,"46170126",평산동,Pyeongsan-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.744,"2022","202303",0,0,7.372,26942.96,5.29,10.16,4.809,4.402,5.537,14,6.113,4.531,5.383,4.831
"678",다라31bb66ab,"46170126",평산동,Pyeongsan-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.952,"2022","202303",0,0,6.475,25360.37,4.439,7.181,3.769,3.927,6.027,,5.639,4.891,4.689,4.904
"679",다라32aa65ab,"46170126",평산동,Pyeongsan-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,5.105,"2022","202303",0,0,8.866,8070.46,5.351,8.188,3.156,5.08,6.929,,7.607,5.879,5.146,5.7
"680",다라32ab65bb,"46170126",평산동,Pyeongsan-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.81,"2022","202303",0,0,8.146,14394.51,4.887,6.892,3.096,3.785,6.326,0,6.514,5.321,5.086,5.054
"681",다라31bb66aa,"46170126",평산동,Pyeongsan-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.926,"2022","202303",0,0,7.663,25092.95,5.004,7.009,3.643,3.903,5.828,,6.404,4.822,5.162,5.122
"682",다라32aa67aa,"46170126",평산동,Pyeongsan-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.183,"2022","202303",0,0,5.766,31810.06,3.686,6.427,4.167,3.431,5.036,0,5.265,4.731,4.447,4.151
"683",다라31ab66aa,"46170126",평산동,Pyeongsan-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,4.055,"2022","202303",0,0,7.673,32634.87,5.572,8.333,4.432,5.332,5.848,8,6.424,4.843,4.946,5.142
"684",다라29ba66ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.562,"2022","202303",0,0,5.168,35823.77,3.129,7.956,3.117,3.013,3.333,,3.909,2.327,3.179,2.649
"685",다라30aa65bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.91,"2022","202303",0,0,5.516,24411.11,3.478,8.304,3.466,3.362,3.681,,4.257,2.676,3.527,2.997
"686",다라30ab64ba,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.953,"2022","202303",0,0,6.581,25399.85,4.542,9.369,4.16,3.157,4.745,7,5.321,3.687,4.501,4.04
"687",다라30ba64ba,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.974,"2022","202303",0,0,6.602,25548.09,4.563,9.389,4.551,3.832,4.766,,5.342,3.761,4.612,4.061
"688",다라29ba65aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.962,"2022","202303",0,0,5.568,18868.6,3.53,8.356,3.517,3.413,3.733,0,4.309,2.727,3.579,3.049
"689",다라29bb65ba,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.945,"2022","202303",0,0,5.55,39950.01,3.511,8.338,3.5,3.396,3.715,0,4.29,2.71,3.561,3.031
"690",다라29bb64ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.196,"2022","202303",0,0,6.802,20911.89,4.764,9.59,3.458,2.456,4.585,6,5.543,3.542,4.355,3.327
"691",다라30aa65ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.944,"2022","202303",0,0,5.572,23810.87,3.533,8.36,3.521,3.417,3.736,0,4.312,2.731,3.582,3.031
"692",다라30aa66aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.72,"2022","202303",0,0,5.326,24614.61,3.287,8.114,3.275,3.171,3.49,,4.066,2.485,3.336,2.807
"693",다라29ab65ba,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.34,"2022","202303",0,0,4.946,32047.51,2.907,7.733,2.895,2.791,3.11,0,3.686,2.105,2.956,2.427
"694",다라29ba65bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.457,"2022","202303",0,0,6.063,29191.49,4.024,8.851,4.013,3.909,4.228,0,4.803,3.223,4.074,3.544
"695",다라29bb64bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.317,"2022","202303",0,0,5.923,22843.46,3.884,8.71,3.872,3.669,4.087,,4.663,3.082,3.933,3.404
"696",다라29bb65bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.466,"2022","202303",0,0,5.071,30648.01,3.033,7.859,3.021,2.917,3.236,,3.812,2.231,3.082,2.553
"697",다라29bb65ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.957,"2022","202303",0,0,5.563,26938.44,3.524,8.351,3.512,3.408,3.728,,4.303,2.722,3.573,3.044
"698",다라29bb64ba,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.689,"2022","202303",0,0,6.296,29615.26,4.257,9.083,3.96,2.957,4.46,7,5.036,3.035,3.848,3.608
"699",다라30ab64ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.317,"2022","202303",0,0,6.945,17900.75,4.906,9.733,4.894,3.897,5.11,,5.685,4.104,4.956,4.404
"700",다라30aa65aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.221,"2022","202303",0,0,5.849,21575.58,3.81,8.637,3.798,3.694,4.014,0,4.589,3.008,3.86,3.308
"701",다라30ab65ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.218,"2022","202303",0,0,5.824,24827.82,3.785,8.612,3.773,3.669,3.988,,4.564,2.983,3.834,3.305
"702",다라29ab66aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.901,"2022","202303",0,0,4.508,51665.38,2.469,7.295,2.456,2.352,2.672,35,3.249,1.666,2.518,1.988
"703",다라29ab65bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.119,"2022","202303",0,0,4.725,34936.64,2.686,7.513,2.674,2.57,2.89,7,3.466,1.884,2.736,2.206
"704",다라30ab65aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.339,"2022","202303",0,0,5.967,26600.23,3.928,8.755,3.916,3.687,4.132,,4.707,3.126,3.978,3.426
"705",다라29bb66aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.327,"2022","202303",0,0,4.933,26319.22,2.895,7.721,2.883,2.779,3.098,,3.674,2.093,2.944,2.414
"706",다라30aa65ba,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.86,"2022","202303",0,0,5.466,24959.11,3.427,8.254,3.415,3.311,3.631,,4.206,2.625,3.477,2.947
"707",다라30aa64ba,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.93,"2022","202303",0,0,6.537,28142.23,4.498,9.324,4.414,3.411,4.701,10,5.278,3.489,4.303,4.017
"708",다라29ba65ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.72,"2022","202303",0,0,5.325,27658.94,3.287,8.113,3.275,3.171,3.49,,4.066,2.485,3.336,2.807
"709",다라29ba64bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.124,"2022","202303",0,0,5.73,8399.61,3.691,8.518,3.679,2.017,3.894,,4.471,2.469,3.283,3.043
"710",다라30aa64bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.742,"2022","202303",0,0,6.37,29256.38,4.331,9.158,4.217,3.214,4.535,0,5.11,3.292,4.106,3.829
"711",다라29ab65ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.501,"2022","202303",0,0,5.108,16030.85,3.069,7.895,3.057,2.132,3.272,,3.848,2.267,3.118,2.588
"712",다라29ba66aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.04,"2022","202303",0,0,4.646,37934.03,2.608,7.434,2.596,2.492,2.811,14,3.387,1.806,2.657,2.127
"713",다라30aa64aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.613,"2022","202303",0,0,7.219,17746.99,5.18,10.007,3.875,2.873,5.002,,5.96,3.959,4.772,3.744
"714",다라29ba65ba,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.671,"2022","202303",0,0,5.277,35933.44,3.238,8.065,3.227,3.123,3.442,,4.017,2.437,3.288,2.758
"715",다라30aa64ab,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.462,"2022","202303",0,0,7.068,20156.03,5.029,9.856,3.724,2.721,4.851,,5.808,3.807,4.62,3.593
"716",다라29bb65aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.219,"2022","202303",0,0,5.825,20662.03,3.787,8.613,3.774,3.67,3.99,,4.566,2.984,3.836,3.306
"717",다라30ab64bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.508,"2022","202303",0,0,6.136,31489,4.097,8.924,4.085,3.46,4.3,8,4.876,3.295,4.146,3.595
"718",다라29bb64aa,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.118,"2022","202303",0,0,6.724,18787.85,4.685,9.512,3.38,2.378,4.507,0,5.465,3.464,4.277,3.249
"719",다라30ba64bb,"46170127",부덕동,Budeok-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.826,"2022","202303",0,0,6.453,26368.06,4.415,9.242,4.403,3.897,4.618,,5.193,3.613,4.464,3.913
"720",다라26bb67aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.429,"2022","202303",0,0,5.177,,1.921,7.965,1.543,1.438,1.428,,3.918,1.422,0.57,2.485
"721",다라27bb66aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.128,"2022","202303",0,0,4.193,34026.36,1.865,6.98,1.241,1.136,1.126,,2.933,1.156,1.113,1.499
"722",다라27ab67aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.371,"2022","202303",0,0,3.12,192287.27,0.647,6.122,0.562,0.308,0.373,101,2.309,0.316,0.562,1.443
"723",다라26bb67ab,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.173,"2022","202303",0,0,2.205,12285.64,1.18,5.916,2.403,2.3,2.369,,1.87,0.952,1.018,1.766
"724",다라28aa66ba,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.631,"2022","202303",0,0,3.268,164122.93,0.941,6.055,0.777,0.678,1.309,46,2.008,0.337,0.674,0.575
"725",다라28ab66ab,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.955,"2022","202303",0,0,3.564,19124.74,1.526,6.352,1.47,0.988,1.686,0,2.304,0.689,1.532,0.871
"726",다라27ba67aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.176,"2022","202303",0,0,3.385,174007.99,0.54,6.172,0.286,0.33,0.237,141,2.002,0.208,0.397,1.167
"727",다라27ba66ba,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.426,"2022","202303",0,0,3.803,240454.19,0.935,6.59,0.491,0.436,0.425,8,2.543,0.462,0.294,1.109
"728",다라27ba66bb,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.139,"2022","202303",0,3,3.77,329223.8,0.628,6.557,0.249,0.258,0.137,143,1.979,0.262,0.21,1.077
"729",다라27aa67aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.329,"2022","202303",0,0,5.078,262276.17,1.822,7.866,1.443,1.338,1.328,,3.818,1.322,0.47,2.385
"730",다라27bb65ba,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.47,"2022","202303",0,0,4.535,34391.58,2.207,7.322,1.584,0.951,1.469,,3.275,1.498,1.456,1.841
"731",다라27ba66ab,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.658,"2022","202303",0,0,3.723,36475.81,1.396,6.511,0.772,0.667,0.657,0,2.464,0.686,0.644,1.03
"732",다라27bb65bb,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.244,"2022","202303",0,0,4.309,31697.21,1.982,7.097,1.358,1.202,1.243,,3.05,1.273,1.23,1.616
"733",다라27ba66aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.097,"2022","202303",0,0,4.064,67161.84,1.736,6.851,1.21,1.105,1.095,0,2.804,1.027,1.115,1.37
"734",다라27ba65ba,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.722,"2022","202303",0,0,4.688,102259.89,2.361,7.476,1.835,1.585,1.72,,3.429,1.22,1.74,1.824
"735",다라28aa65ba,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.675,"2022","202303",0,0,4.74,32076.39,2.412,7.527,1.789,0.727,1.674,,3.48,1.703,1.661,2.047
"736",다라28aa66bb,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.384,"2022","202303",1,0,3.073,510826.34,0.693,5.861,0.53,0.431,0.789,292,1.814,0.155,0.635,0.38
"737",다라27ab66bb,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.405,"2022","202303",0,0,4.331,295375.09,0.967,7.119,0.611,0.364,0.408,32,2.517,0.534,0.482,1.638
"738",다라27bb66ab,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.955,"2022","202303",0,0,4.02,39293.35,1.692,6.807,1.069,0.964,0.954,,2.76,0.983,0.941,1.327
"739",다라27bb66ba,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.477,"2022","202303",1,0,3.356,178710.63,1.028,6.143,0.524,0.702,0.562,15,2.096,0.319,0.408,0.663
"740",다라28ab66ba,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.978,"2022","202303",0,0,3.237,100004.34,1.199,6.025,1.143,1.039,1.358,9,1.977,0.362,1.204,0.544
"741",다라28aa65bb,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.68,"2022","202303",0,0,4.744,32095.18,2.417,7.532,1.793,0.867,1.678,,3.485,1.708,1.665,2.051
"742",다라28ba67ab,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.588,"2022","202303",0,0,2.915,59053.18,1.293,5.702,1.602,1.294,1.817,37,1.655,0.595,1.663,0.95
"743",다라27aa67ab,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.779,"2022","202303",0,0,3.522,29099.37,0.844,6.31,1.021,0.717,0.782,,2.263,0.555,0.98,1.979
"744",다라28aa67aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.338,"2022","202303",0,0,2.782,236596.96,0.558,5.57,0.564,0.465,0.841,96,1.522,0.141,0.713,0.521
"745",다라28aa66ab,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.883,"2022","202303",0,0,3.546,34382.07,1.219,6.333,1.055,0.956,1.409,,2.287,0.615,0.814,0.853
"746",다라26ba67aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.811,"2022","202303",0,0,5.332,12499.62,2.303,8.12,1.925,1.819,1.809,,4.073,1.803,0.951,2.866
"747",다라28ab67aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.443,"2022","202303",0,0,2.845,290209.69,0.958,5.633,1.086,0.866,1.302,154,1.586,0.23,1.148,0.521
"748",다라28ab66aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.258,"2022","202303",0,0,3.895,25863.59,1.568,6.682,1.735,1.109,1.62,0,2.635,0.964,1.607,1.202
"749",다라27bb66bb,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.332,"2022","202303",0,0,3.409,329841.53,0.739,6.197,0.228,0.246,0.448,87,2.149,0.233,0.312,0.716
"750",다라28aa66aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.384,"2022","202303",0,0,4.449,34560.86,2.121,7.236,1.497,1.211,1.382,,3.189,1.412,1.369,1.755
"751",다라28ab66bb,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.752,"2022","202303",0,0,3.012,195356.18,0.973,5.799,0.961,0.857,1.176,59,1.752,0.217,1.022,0.539
"752",다라27bb67aa,"46170128",이창동,Ichang-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,0.267,"2022","202303",0,6,3.322,344080.25,0.391,6.11,0.397,0.298,0.583,65,2.062,0.284,0.628,0.813
"753",다라28ba65aa,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.206,"2022","202303",0,0,4.816,30119.36,2.778,7.603,2.722,0.445,2.573,0,3.556,1.941,2.56,2.123
"754",다라29ab64ab,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.909,"2022","202303",0,0,5.858,19303.67,3.82,8.645,3.678,1.486,3.615,0,4.598,2.983,3.602,3.062
"755",다라28ba64ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.244,"2022","202303",0,0,5.383,22206.85,3.346,8.171,2.844,1.012,2.729,,4.124,2.263,2.716,2.691
"756",다라29aa64ab,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.928,"2022","202303",0,0,5.877,14381.82,3.839,8.665,3.697,1.506,3.635,,4.618,3.002,3.622,3.081
"757",다라28bb65ab,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.148,"2022","202303",0,0,4.757,19250.7,2.72,7.545,2.663,0.386,2.528,,3.498,1.883,2.515,2.065
"758",다라28ab65aa,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.279,"2022","202303",0,0,5.07,28744.98,3.017,7.858,2.393,0.699,2.278,,3.81,1.812,2.265,2.377
"759",다라28ba65bb,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.618,"2022","202303",0,0,4.228,21151.49,2.19,7.016,2.134,0.424,2.349,,2.968,1.353,2.195,1.535
"760",다라28bb65ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.615,"2022","202303",0,0,4.681,19459.03,2.643,7.469,2.587,2.207,2.803,,3.421,1.806,2.649,1.988
"761",다라28bb65bb,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.21,"2022","202303",0,0,4.275,20124.49,2.238,7.063,2.182,1.802,2.397,0,3.016,1.4,2.243,1.583
"762",다라29aa65ab,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.511,"2022","202303",0,0,4.906,21432.9,2.868,7.694,2.813,2.389,3.028,,3.646,2.031,2.874,2.214
"763",다라29aa65ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.487,"2022","202303",0,0,4.553,28341.24,2.515,7.34,2.459,2.079,2.674,0,3.293,1.677,2.52,1.86
"764",다라29ab64ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.928,"2022","202303",0,0,6.534,19820.85,4.495,9.322,4.349,2.821,4.699,11,5.275,3.273,4.087,3.847
"765",다라28bb65aa,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.422,"2022","202303",0,0,5.032,25662.28,2.994,7.819,2.938,0.661,2.789,,3.772,2.157,2.776,2.339
"766",다라28ab64bb,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.383,"2022","202303",0,0,5.448,28336.37,3.12,8.235,2.497,1.029,2.382,,4.188,1.916,2.369,2.53
"767",다라28ab65bb,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.503,"2022","202303",0,0,4.113,35716.4,2.075,6.901,2.019,0.521,1.978,,2.853,1.238,2.08,1.42
"768",다라28ab65ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.017,"2022","202303",0,0,4.8,40190.37,2.754,7.587,2.131,0.428,2.016,18,3.54,1.925,2.003,2.107
"769",다라29aa65aa,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.231,"2022","202303",0,0,5.696,23871.24,3.659,8.484,3.602,1.325,3.454,0,4.437,2.822,3.441,3.003
"770",다라29ab65aa,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.115,"2022","202303",0,0,5.213,14856.86,3.174,8.001,3.119,1.993,3.334,,3.953,2.337,3.18,2.52
"771",다라28bb64bb,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.893,"2022","202303",0,0,5.358,27301.24,3.32,8.145,3.264,0.986,3.115,0,4.098,2.483,3.102,2.665
"772",다라29aa64ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.521,"2022","202303",0,0,5.508,21490.24,3.471,8.296,3.328,1.137,3.266,0,4.249,2.633,3.253,2.712
"773",다라28aa65aa,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.993,"2022","202303",0,0,5.058,28077.96,2.731,7.846,2.107,1.012,1.992,,3.799,1.526,1.979,2.141
"774",다라28ab65ab,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.097,"2022","202303",0,0,5.161,29540.64,2.834,7.949,2.21,0.373,2.095,,3.902,1.927,2.082,2.051
"775",다라28aa65ab,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.805,"2022","202303",0,0,4.87,29438.32,2.542,7.657,1.918,0.831,1.803,,3.61,1.636,1.79,2.25
"776",다라28ba64bb,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.496,"2022","202303",0,0,5.105,28311.63,3.068,7.893,2.86,0.734,2.745,,3.846,2.231,2.732,2.413
"777",다라29ab64bb,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.238,"2022","202303",0,0,5.845,24134.05,3.806,8.632,3.794,2.132,4.009,0,4.585,2.844,3.855,3.325
"778",다라28ba65ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.695,"2022","202303",0,0,4.304,28462.3,2.267,7.092,2.211,0.179,2.486,22,3.045,1.429,2.272,1.612
"779",다라29aa64bb,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,3.233,"2022","202303",0,0,5.698,21486.95,3.66,8.485,3.604,1.327,3.455,,4.439,2.823,3.443,3.005
"780",다라28ba65ab,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,1.929,"2022","202303",0,0,4.538,32873.44,2.501,7.326,2.444,0.167,2.31,9,3.279,1.663,2.297,1.846
"781",다라28bb64ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,2.847,"2022","202303",0,0,5.403,25094.4,3.365,8.19,3.108,1.031,3.16,,4.143,2.528,3.063,2.492
"782",다라29ba64ba,"46170129",대기동,Daegi-dong,"46170",나주시,Naju-si,"46",전라남도,Jellanam-do,12.853,"2022","202303",0,0,11.387,18916.33,12.213,9.56,9.354,14.113,8.752,,11.339,12.967,10.724,12.065
